@relation test_clustered

@attribute Instance_number numeric
@attribute tweet string
@attribute user string
@attribute timestamp numeric
@attribute lat numeric
@attribute lon numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
772,'Gua kagak muna  kagak bohong itu kenyataan http   myloc.me ixNti',deshintabella,1300190085000,-0.112573,106.87,cluster1
773,' TyriKiss thx u too beauty',SongbookBaby,1300190085000,0.774524,7.07717,cluster9
774,'Hahaa *ngakak* RT  malidaalfarabi  Jika suatu hr mlhat mantan qt jlan dg yg lain qt g prlu skt hti krn wkt kcl (cont) http   tl.gd 99p2o2',RestuPurple,1300190085000,-0.139733,112.631,cluster1
775,'Yah gitu deh ren hehe td pagi dia kesini sblm gue kuliah hehe RT  KRSkaren  yaa yaa    weh weh gmna itu bs jadi ... http   tmi.me 7HTbq',dinnygamalasari,1300190088000,-0.10775,106.772,cluster1
776,'Really  REALLY hoping things don t get worse in Japan. #prayforjapan',bobertAH09,1300190089000,0.542245,-96.8149,cluster7
777,'I m at Interactive Department - Entravision Communications (5426 N. Mesa  El Paso) http   4sq.com haInIb',TheLionStarBlog,1300190089000,0.527143,-106.522,cluster7
778,'RT  pepatah  Menangis tak selalu berarti kamu lemah. Sejak lahir  tangis adalah sebuah tanda bahwa kamu HIDUP. Kamu punya PERASAAN. #pepatah',arshavyrezpect,1300190090000,-0.109693,106.771,cluster1
779,' sudjiwotedjo senja di Jakarta (diambil hari ini dari jendela kantor)..semoga berkenan http   plixi.com p 84163838',richieyamin,1300190092000,-0.108237,106.758,cluster1
780,'I can t smile without you..  )',noverdaayu,1300190092000,-0.136399,110.375,cluster1
781,' dit permana bagi TP',' izul',1300190094000,-0.121492,107.53,cluster1
782,'Makasih.. )) *nyamber*RT  firmanrafiandy  DPnya si  karaaningtias sekarang cantik  * tumben bisa ngucir rambut yak =)) http   myloc.me ixNtl',primaoktiviani,1300190095000,-0.136174,110.368,cluster1
783,'I m at Foot Of Easter Road (Easter Rd  Edinburgh) http   4sq.com gew92h',cazoopz,1300190096000,0.828661,-3.18718,cluster8
784,' Rodrigosouzab fatos temperados com ironia com molho especial de humor negro doentio sem intenção.',marcusgalli,1300190097000,-0.272942,-56.302,cluster4
785,'Bolsa do Japão a -10\%. não basta a desgraça  tem q piorar mais um pouco',weldyss,1300190097000,-0.098394,-43.005,cluster4
786,'minum kopi makan indomie. (  ISTN) http   4sq.com dLJuhH',antideodorant,1300190098000,-0.108119,106.83,cluster1
787,' bubbyus andre andree. kamu ultah ya?',megololita,1300190098000,-0.041879,113.797,cluster1
788,'Eerste lunchwandeling zonder jas!  ) #lente',Kattemie,1300190098000,0.783262,5.03985,cluster9
789,'hello RT  nixonryan  Hello there..  )',chaioss,1300190103000,-0.149418,115.057,cluster1
790,'Yes! Listen so old ones right now in the traffic court line“ wendyfans  More uploads coming shortly!”',Femzz,1300190103000,0.583829,-78.8171,cluster7
791,'First day    Transportation & Ticket Center http   instagr.am p CQeYE ',rbcphotogirl,1300190104000,0.474813,-81.6154,cluster7
792,'Weatherstation-Oosterzee tijd 12 54 on 15 maart 2011 Temp 10 7C Hum 92\% Bar 1017 95mb rain 0 0mm Windspeed 9 6km h Cloud base 155 m','WEER Oosterzee',1300190104000,0.79639,5.51894,cluster9
793,' BRADPlTT Sirius Lord Vader s Apprentice here checking in',SWMasterMind,1300190105000,0.633227,-74.787,cluster7
794,'Back !  http   myloc.me ixNBA',TheOnlyKeely,1300190107000,0.650701,-74.4633,cluster7
795,'Mines got my face hurtin! “ lex theREX  Who else s allergies act up around this time?”',ViscousMcKool1,1300190109000,0.499357,-90.0524,cluster7
796,'Man this middle age jawns I m working with are in here discussing recipes.. One said to coat a turkey with miracle whip.. O o',PRYMETYMEJ3,1300190112000,0.431319,-80.409,cluster7
797,'What a mild morning out enough for just a hoodie.',jcarlo,1300190115000,0.649148,-79.7626,cluster7
798,'I m at Starbucks Coffee - Siloam Hospitals ? (Jalan Raya Pejuangan Kav. 8  Jakarta Barat 11530) http   4sq.com gF7zVP',eunchrist,1300190116000,-0.108237,106.758,cluster1
799,'Da bestelle sich grad einer ein geschnittenes Brot in \"7-mm-Scheiben\"! Und  nein  es war kein Beamter! #leutegibts','speaker kr',1300190116000,0.780268,6.478,cluster9
800,'RT  GlenGilmore  80\% of Children Under Age 5 Use the Internet [STATS] - http   on.mash.to fmWSYv RT  mashable',MorSeDude,1300190117000,0.774894,4.31369,cluster6
801,'BBQ di hotel Corus. Sesame yg dekat nak join? Gagaga!','iklil izzati',1300190117000,0.043815,101.789,cluster1
802,'Hayooo buruannn pulanng   gw aja baru Sampe rmh...  (´?`)  RT  ermayulidia  Wkwkw iya niy gw laper bgt ? RT  http   myloc.me ixNCD','novi fatimah',1300190118000,-0.112329,106.843,cluster1
803,'omg #TeamRatchet is in tha billin... who up and ready to get ratchet','e tott 2400',1300190118000,0.612106,-122.444,cluster7
804,'Come spend tha night.','  REASON  ',1300190118000,0.671388,-83.5445,cluster7
805,'TODAYS RAIN 0.0 WIND\t     0.7 BAROMETER    1014.0 TEMP\t\t9.0',g7hej,1300190124000,0.806683,-3.07642,cluster8
806,'#np cinta takan kemana2 - Petra sihombing http   myloc.me ixNDn','yulia andien',1300190124000,-0.110593,106.349,cluster1
807,' DeiaSavassi DM pra vc  musa ruiva de Divicity!',CostaLeonardo,1300190124000,-0.34709,-45.1228,cluster4
808,' teukuthariq  yudojoyosuyono si judo lg ke sby?','mika cory',1300190126000,-0.126683,112.739,cluster1
809,' Panta Allou ????? ????? ? ?????  ??? ????  P  giristroulis','beat gia beat',1300190127000,0.570742,19.373,cluster5
810,'Masa smp ku (•??.•??) RT  detikcom  Inzaghi Ingin Kembali Bulan Depan... http   de.tk t8PXq via  detiksport http   myloc.me ixNCS',NKurniaWd,1300190129000,-0.10768,106.617,cluster1
811,' cmhansen00 You can play the wild card  bury your phones in my yard.',CatBHapiandFree,1300190129000,0.723703,-117.047,cluster7
812,'2.9 - Central Alaska (McWilliams-Gold Creek Trail  Talkeetna  AK 99676  USA) - 15 03 11  07 32 53 EDT  Depth  65.2 km (40.51 mi) #hmrd',eqmon,1300190129000,0.875279,-153.018,cluster7
813,'Kecill sebelahh yaak? Hahaha RT  CynthiaaAsp  Iiiiiih kakinya jadi ngerasa aneeh iiih http   myloc.me ixNDV',zarezarezare,1300190129000,-0.112937,106.915,cluster1
814,'I m at Kiltunnel http   4sq.com eG6My2',M4rtinB,1300190130000,0.785562,4.63653,cluster9
815,' samy tweets  Hey.............','Sarah Alam',1300190131000,0.70682,-93.3185,cluster7
816,' fernandomerino SABADO? SABADO JATEO. La biblioteca cierra a la hora que me levanto JAJAJAJAJAJJA',Famadrid,1300190133000,0.752632,2.3556,cluster6
817,'Fukushima is now a Soviet level accident at level #6. http   www.iaea.org Publications Factsheets English ines.pdf 3 Mile Island was a #5.',chibohdanukie,1300190133000,0.66727,-87.6893,cluster7
818,' NikoG21 Not from the speed tests I ve seen. Which vzw lte network you using to get that speed? Lol  #fail',mahen915,1300190133000,0.470317,-82.4549,cluster7
819,'I m at Tramhalte Parijslaan (Europaboulevard  Vlaardingen) http   4sq.com h0eLL6',missygirl1960,1300190133000,0.786873,4.26754,cluster9
820,'Nemenin maen cicik (  T nong Angkringan Cafe) http   4sq.com gT5MCk','dhiaz lavigne',1300190134000,-0.135678,110.368,cluster1
821,'Smster awal doang itu jga cma brapa hari -     - RT  ochachaooo  Pernah egoo semester awal -   -\" RT (cont) http   tl.gd 99p36r',rizkyrrj,1300190135000,-0.107831,106.855,cluster1
822,'I m at Don Corleone Shophouse (Jl. Perintis Kemerdekaan No. 1A  Tanjung Karang Ti  Jl. Gajah Mada  Bandar Lampung) http   4sq.com g1Qpnj',ArioRadent,1300190136000,-0.094691,105.245,cluster1
823,'I m at Station Arnhem (Stationsplein 38  Arnhem) w  6 others http   4sq.com fzBxNv',Jur4ji,1300190139000,0.787844,5.88934,cluster9
824,'Sekolah lagiiii...huft!! (  Hotel aryaduta semanggi) http   4sq.com gCoQ9I',BoyanxRednet,1300190141000,-0.108465,106.801,cluster1
825,' rommy1033 I m doing pretty well myself  thanks dms asking.',thomgore,1300190143000,0.630578,-84.5222,cluster7
826,'I m at Kabutzenhof in Rostock http   gowal.la c 3Lery',naavv,1300190144000,0.809535,11.9973,cluster9
827,' micawmenezes foto? g.g',anymiiranda,1300190145000,-0.432786,-49.3916,cluster4
828,'Citigroup  Personal Banker Sales Miramar Financial Center ( #Miramar   FL) http   bit.ly gtW7hD #CitiJobs #Banking #Jobs #Job #TweetMyJOBS',CitiJobTweets,1300190146000,0.437693,-80.4403,cluster7
829,'I m at Malang Olympic Garden (MOG) (Jln. Kawi 20 - 26  Gajayana  Malang) http   4sq.com hC8Hhy',eiwhy,1300190146000,-0.139034,112.618,cluster1
830,'Sibuk --» RT  AdeMutia   chairaniherlisa  aderahayu  muiimuiy  afnifaramita  putripar T.T kamis kykny  ak (cont) http   tl.gd 99p39e',putripar,1300190147000,-0.030618,103.48,cluster1
831,'T-Mobile  ***Bilingual Retail Sales Associate*** (1790 W 68th St   #Hialeah   FL) http   bit.ly ev1XEu  #Retail #Jobs #Job #TweetMyJOBS','Tmobile Retail',1300190148000,0.435327,-80.3737,cluster7
832,'I m at Educa Comunicação Educacional (Rua Fidencio Ramos  101 sala 85 86  São Paulo) http   4sq.com gBOG5G',fabioeps,1300190149000,-0.406877,-46.826,cluster4
833,'I m at Usbancorp Fund Services http   4sq.com g09QMw',incubus82,1300190152000,0.681709,-88.0686,cluster7
834,'Ngupload poto (  Jln. R.E Abdullah) http   4sq.com gvFiit','cHaN vengeance',1300190152000,-0.115066,106.742,cluster1
835,'Elderly may enter nursing home later.  http   bit.ly dMyDc0',WorkingBoomer,1300190152000,0.625526,-90.6776,cluster7
836,'Today  Fond memories of the past and incredible visions of the future. Essays and classes too...',marksiddens,1300190153000,0.806985,-1.56169,cluster8
837,'Thinking on this  RT  naeemfazal Cause effect in Christianity  The cause is discipleship the effect is the church  not the other way around.',redhedrev,1300190154000,0.641101,-85.976,cluster7
838,'Sampe jg euy... ?(???)??(???)??(???)? (  oemah bu yayuk) http   4sq.com ezkkfJ',jatimac,1300190154000,-0.109656,106.726,cluster1
839,'hMm.. (  Karin s Home Sweet Home w   karinceatarine) http   4sq.com g7anjF','bimo mogi',1300190156000,-0.120301,107.534,cluster1
840,' roguem edge hill in ormskirk. Part of the reason i need to pass my test. Bus full of school kids? No thanks!',UhtredRagnarson,1300190157000,0.805632,-2.87092,cluster8
841,'I m at CCE (Rua Domingos Marchetti 41  São Paulo) http   4sq.com eneFbg','di avila',1300190158000,-0.406877,-46.826,cluster4
842,'Pisang aroma ada yg isi tape juga.. Enak puoolllll.. Colek  xian lie (ˆ?ˆ)  http   plixi.com p 84163997',CeciliAndra,1300190160000,-0.135927,110.345,cluster1
843,' FLG   ag wie niet? Haha','MikeB   ',1300190160000,0.783462,5.0417,cluster9
844,'Ontem fui dormir 8h e ainda acordei com sono u.u',AlexanndreRider,1300190160000,-0.388367,-46.9316,cluster4
845,'kamu punya twitter ga???',pandjieku,1300190160000,-0.111552,108.277,cluster1
846,' shebbysabrinaa   by si jessy mnta foto km ga ? http   myloc.me ixNHv',LaiilaAiie,1300190161000,-0.10816,106.787,cluster1
847,' Aprelskiy ? ???? ?????????',OrionDim,1300190164000,0.824035,37.1317,cluster0
848,'Geotechnical Engineer - #Birmingham   AL (http   tinyurl.com 4jvjoet) Get Geology Jobs #Geology #jobs #job #GetAllJobs',GetGeologyJobs,1300190164000,0.552117,-86.8127,cluster7
849,' colinshelbourn  baywebdesign just come in & my ear flaps are burning on re-entry. I ll go back in the tweets & find out if I can help.',verstonekennels,1300190165000,0.809471,-3.27334,cluster8
850,'I m at Santika Hotel Surabaya (Jl. Pandegiling No. 45 Raya Darmo  Surabaya) http   4sq.com f1bJTE',bramsteins,1300190167000,-0.126673,112.741,cluster1
851,' VI Kevii    Kk',ChuChu8892,1300190168000,0.302761,-65.1591,cluster7
852,'Sapa tu dot?ambil undangan dot drmh gw ya ya RT  verdott   sule 13 Lu kmn aje bang anak2 nyariin lu tuh   Tunjung sari &  HadiantoDwi','Tunjung sari',1300190169000,-0.10882,106.952,cluster1
853,'I m at AKQA London (1 St John s Ln  at Eagle Ct  London) w  4 others http   4sq.com fH1XhN',Oiishib,1300190172000,0.782785,-0.107013,cluster6
854,'When someone showz you who they really are...believe it',cashdageneral,1300190173000,0.562526,-77.8904,cluster7
855,'(-???-???-???-??? -???-???-???-???)  RT  vneecatian  Kan  eriktampans yg nyetir..a.k.a  http   myloc.me ixNIn',eriktampans,1300190173000,-0.108302,106.878,cluster1
856,'Maknya bsk pk sendal jepit aja!  p RT  iindhesi  Berdiri dr bogor-psr minggu with high hells..capeknyaa.. http   myloc.me ixNIy',mmpuutt,1300190173000,-0.111962,106.822,cluster1
857,'Pgn bangeeetttt!!!!!! (????.???) RT  i love afgan  ada yang pengen ketemu  afgansyah reza  ? http   myloc.me ixNIH',shienbummie,1300190174000,-0.107663,106.808,cluster1
858,'I m at Bibliotheque François Miterrand http   4sq.com g2d77u','Mr Myror',1300190176000,0.752632,2.3556,cluster6
859,'Binsi kyanya  ;p  Pa U Lus RT  SoalCINTA  Siapa temenmu (cowok) yg suka pacaran sama Tante2? #SoalCINTA http   myloc.me ixNJe',ney622,1300190176000,-0.119735,107.566,cluster1
860,'Hi ik ben Emma',JitskePouwels,1300190178000,0.785963,5.86283,cluster9
861,' CLEVELAND561 ok how are u',PliesWifey34,1300190180000,0.53903,-96.9993,cluster7
862,'Praying. RT“ ChrisJohnson28  Please pray for my aunt mary she have to msake it theu dis I love her so much”',bethanyk64,1300190181000,0.533433,-90.1671,cluster7
863,'Used car recently added  #VAUXHALL #ASTRA only £995 http   bit.ly gm6JyM http   twitpic.com 49p4cx','AutoTrader Cars',1300190181000,0.803145,-2.41361,cluster8
864,' DLJ666 not so sweet  I didn t yell u where I planted those kisses  )',Sexydisabledguy,1300190182000,0.69545,-123.138,cluster7
865,'I never sleep cause sleepbis the cousin of death','JOMEL nike',1300190183000,0.665889,-87.6399,cluster7
866,' ariane r saquei... =P',nerdbones,1300190186000,-0.343001,-44.0628,cluster4
867,'Kaka lady mau tes apa nih bsk?hhe RT  lady619  Iya nad.. Doakan akuuuu  * RT  coshanadya  Goodluck ya ka  lady619 buat besok tesnya  D',danzNIA,1300190187000,-0.064804,119.686,cluster1
868,'Japan should be commended for preparations that kept death toll in the thousands instead of hundreds of thousands. #planningahead',stuwalsall,1300190188000,0.790302,-1.78018,cluster6
869,'Guillemots – THE BASKET http   bit.ly f4QToL #6Music #NowPlaying',WhatsOn6Music,1300190190000,0.782774,-0.146397,cluster6
870,'belinya dimana?RT  meifrita   vrdia dl sih d yutub  ud luama bgt sih  kl km niat bgt beli aja deh smuanya  85ep 16disk 240. ;p',vrdia,1300190191000,-0.109185,106.792,cluster1
871,'Sate bpk haji kasmin parung http   myloc.me ixNL6',achmadraptor,1300190192000,-0.113413,106.658,cluster1
872,' adorilson Hahahahaha! Essa pegou pesado!','  chicao',1300190194000,-0.098394,-43.005,cluster4
873,'1.- La no-existencia es el principio del cielo y de la la tierra; La existencia es la madre de todo lo que hay. Lao Tse.','Higins 66',1300190195000,0.663567,1.57148,cluster5
874,'Good Morning.....Studying & getting Dress.    #IReallyNeedTooPassThisClass',' FranShon',1300190197000,0.553857,-84.5356,cluster7
875,'Aku udah sm dias sayng   RT  riskynovriadi  Hei ceriavinanty ud dmn km? http   myloc.me ixNLx',ceriavinanty,1300190198000,-0.10816,106.787,cluster1
876,'Chillings onder vwo nederlands #sjeh',Davidbrusewitz,1300190201000,0.792721,6.00331,cluster9
877,' petiscos  canalgnt que dia começa??',joanacaselani,1300190201000,-0.497425,-51.1799,cluster4
878,'I m at Giant Lebak Bulus (Jl. Lebak Bulus Raya  Jakarta Capital Region) http   4sq.com fVIRhW',Icharagon,1300190202000,-0.110846,106.726,cluster1
879,'Zé Simão é ótimo...',MarcosDisse,1300190202000,-0.403609,-47.0847,cluster4
880,' betobnu ixxx ir pra ae axo q nem rola q a gente chefa tarde no hotel.',vilmork,1300190203000,-0.406877,-46.826,cluster4
881,'Eindelijk! Met het t-shirt buiten kunnen werken  -)',Chauffeurjim,1300190204000,0.783175,5.85578,cluster9
882,'Zometeen na de lunch (  Stadhuis Roermond) http   4sq.com gBrzal',OctaFM,1300190204000,0.779294,5.98647,cluster9
883,' Aniiinhaaas2 E a vergonha de ir lá também kkkkkkkkkkkkkkkkkk',weltonvc,1300190204000,-0.40581,-46.4966,cluster4
884,'Good Morning!!  Beautiful Day in Panama City Sunny   75F.  Enjoy Your Day & God Bless Everyone!!!',metcalfer,1300190205000,0.626605,-77.0948,cluster7
885,'bout step out dis house. goin 2 skool','Mr StacksnRacks',1300190206000,0.627826,-76.8,cluster7
886,'Photostream from Daylife - http   su.pr 2f5TmD media\" #socialmedia',devseo,1300190208000,0.808176,-2.98365,cluster8
887,' The Lutfi how bout Arsenal huh!',BrandonfrmNJ,1300190209000,0.639067,-74.8118,cluster7
888,'I m here (  SPBU Pertamina Mampang) http   4sq.com dSP76l',NoviaWahyudi,1300190209000,-0.109288,106.816,cluster1
889,'I m at Universal fitness (Punta Gorda) http   4sq.com hTF6lI',AllegedlyRoss,1300190209000,0.435371,-82.4803,cluster7
890,'40   Kuyus yah?? RT  JawabJUJUR  Berat badan kamu skrg berapa? #JawabJUJUR http   myloc.me ixNMw',fetimah,1300190211000,-0.108623,106.384,cluster1
891,'Wakakakaakak parah  D RT  djamil irham  kayanya ktuker ma kopinya  margonorezpecr nih DRT  arshavyrezpect  iy… (cont) http   deck.ly ~MDsfz',arshavyrezpect,1300190214000,-0.109693,106.771,cluster1
892,' ddeemx gefeliciteerd =D','S troost',1300190215000,0.789785,5.39352,cluster9
893,' (´?`)  dapet tempat duduk (  Di dalem busway pulo gadung) http   4sq.com fj2cNl','Yull JeunHye',1300190219000,-0.107663,106.808,cluster1
894,' roxannenikite overdreve met je telefoon boven tafel twitteren?  p','Iris leonie',1300190222000,0.788964,6.14039,cluster9
895,'Bukan kakak kok..hehe RT  ficci pici  ahahaa!! dador jahaaaat!!! RT  ayubahri  Bukannya udh bengkak dr sananya ya ... http   tmi.me 7HTwD',ayubahri,1300190224000,-0.01686,100.35,cluster1
896,'I m at Tilley Home (1 Nightingale Close  Thornbury) http   4sq.com frwwQ4',TilleyTubbie,1300190225000,0.781694,-2.71071,cluster6
897,' Jamesy Moo honey you re a star!',Andrew1990,1300190226000,0.803419,-2.24675,cluster8
898,'O o',BenooMeredith,1300190227000,0.802878,-1.34863,cluster8
899,' djheadhunterz write it down mate haha',Yourr,1300190227000,0.790873,5.67877,cluster9
900,'Bitches always tryna be on some fly shit','Jets howtofly',1300190227000,0.642203,-75.1619,cluster7
901,'Nah makane org adine be batirku pak haha RT  ranggadea  haha km ga ikut si  pRT  BobbyCoaster Gmn td mlm ? Ana masalah ya ? Haha  ranggadea',BobbyCoaster,1300190227000,-0.129456,109.227,cluster1
902,' AcorneA ik zeg; doen! Haha',omgthisis2lame,1300190229000,0.786274,4.54926,cluster9
903,'?ï petamburan dong ? RT  Gitakucinta  I m huuuuummmm *colek  ceriavinanty msh djln ya ndut?  p http   myloc.me ixNOT',ceriavinanty,1300190231000,-0.10816,106.787,cluster1
904,'I wanna change my Twitter name soon but not right now.','horny goatweed',1300190234000,0.55255,-84.5939,cluster7
905,'Pa mi (  Correus) http   4sq.com g5yXV6',nanet2110,1300190234000,0.649751,0.438398,cluster5
